Tournament,Country,City,Coordinates,Date,Series,Court,Surface,Round,Best_of,Player_1,Player_2,Winner,Rank_1,Rank_2,Pts_1,Pts_2,Score
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2013-03-11,ATP Masters 1000,Outdoor,Hard,2nd Round,3,Fognini F.,Djokovic N.,Djokovic N.,36,1,1065,13280,0-6 7-5 2-6
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2013-03-11,ATP Masters 1000,Outdoor,Hard,2nd Round,3,Dimitrov G.,Ebden M.,Dimitrov G.,31,113,1137,474,6-4 6-4
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2013-03-11,ATP Masters 1000,Outdoor,Hard,2nd Round,3,Karlovic I.,Querrey S.,Querrey S.,143,23,381,1695,3-6 4-6
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2013-03-11,ATP Masters 1000,Outdoor,Hard,2nd Round,3,Tsonga J.W.,Blake J.,Tsonga J.W.,8,99,3660,538,7-6 6-4
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2013-03-11,ATP Masters 1000,Outdoor,Hard,3rd Round,3,Nieminen J.,Anderson K.,Anderson K.,57,37,790,1055,3-6 1-6
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2013-03-11,ATP Masters 1000,Outdoor,Hard,3rd Round,3,Gulbis E.,Seppi A.,Gulbis E.,67,20,705,1765,5-7 6-3 6-4
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2013-03-11,ATP Masters 1000,Outdoor,Hard,3rd Round,3,Mayer F.,Berdych T.,Berdych T.,27,6,1240,4740,4-6 1-6
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2013-03-11,ATP Masters 1000,Outdoor,Hard,3rd Round,3,Gasquet R.,Janowicz J.,Gasquet R.,10,24,2880,1371,6-1 6-4
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2013-03-11,ATP Masters 1000,Outdoor,Hard,3rd Round,3,Dodig I.,Federer R.,Federer R.,60,2,768,9535,3-6 1-6
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2013-03-12,ATP Masters 1000,Outdoor,Hard,3rd Round,3,Simon G.,Paire B.,Simon G.,13,40,2390,994,3-6 7-6 6-4
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2013-03-12,ATP Masters 1000,Outdoor,Hard,3rd Round,3,Hewitt L.,Wawrinka S.,Wawrinka S.,98,18,540,1915,4-6 5-7
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2013-03-12,ATP Masters 1000,Outdoor,Hard,3rd Round,3,Raonic M.,Cilic M.,Raonic M.,17,12,2050,2535,3-6 6-4 6-3
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2013-03-12,ATP Masters 1000,Outdoor,Hard,3rd Round,3,Fish M.,Tsonga J.W.,Tsonga J.W.,32,8,1125,3660,6-7 6-7
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2013-03-12,ATP Masters 1000,Outdoor,Hard,3rd Round,3,Querrey S.,Matosevic M.,Querrey S.,23,53,1695,813,7-6 6-7 7-5
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2013-03-12,ATP Masters 1000,Outdoor,Hard,3rd Round,3,Almagro N.,Haas T.,Haas T.,11,19,2570,1860,3-6 7-6 6-7
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2013-03-12,ATP Masters 1000,Outdoor,Hard,3rd Round,3,Djokovic N.,Dimitrov G.,Djokovic N.,1,31,13280,1137,7-6 6-1
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2013-03-12,ATP Masters 1000,Outdoor,Hard,3rd Round,3,Nishikori K.,Berlocq C.,Berlocq C.,16,85,2100,615,2-6 2-6
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2013-03-13,ATP Masters 1000,Outdoor,Hard,3rd Round,3,Del Potro J.M.,Phau B.,Del Potro J.M.,7,121,4410,447,6-2 7-5
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2013-03-13,ATP Masters 1000,Outdoor,Hard,3rd Round,3,Lu Y.H.,Murray A.,Murray A.,79,3,640,8180,3-6 2-6
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2013-03-13,ATP Masters 1000,Outdoor,Hard,4th Round,3,Anderson K.,Simon G.,Anderson K.,37,13,1055,2390,6-3 1-6 6-4
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2013-03-13,ATP Masters 1000,Outdoor,Hard,4th Round,3,Raonic M.,Tsonga J.W.,Tsonga J.W.,17,8,2050,3660,6-4 5-7 4-6
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2013-03-13,ATP Masters 1000,Outdoor,Hard,4th Round,3,Berdych T.,Gasquet R.,Berdych T.,6,10,4740,2880,6-1 7-5
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2013-03-13,ATP Masters 1000,Outdoor,Hard,4th Round,3,Wawrinka S.,Federer R.,Federer R.,18,2,1915,9535,3-6 7-6 5-7
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2013-03-14,ATP Masters 1000,Outdoor,Hard,4th Round,3,Murray A.,Berlocq C.,Murray A.,3,85,8180,615,7-6 6-4
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2013-03-14,ATP Masters 1000,Outdoor,Hard,4th Round,3,Gulbis E.,Nadal R.,Nadal R.,67,5,705,6105,6-4 4-6 5-7
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2013-03-14,ATP Masters 1000,Outdoor,Hard,4th Round,3,Del Potro J.M.,Haas T.,Del Potro J.M.,7,19,4410,1860,6-1 6-2
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2013-03-14,ATP Masters 1000,Outdoor,Hard,4th Round,3,Querrey S.,Djokovic N.,Djokovic N.,23,1,1695,13280,0-6 6-7
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2013-03-14,ATP Masters 1000,Outdoor,Hard,Quarterfinals,3,Berdych T.,Anderson K.,Berdych T.,6,37,4740,1055,6-4 6-4
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2013-03-15,ATP Masters 1000,Outdoor,Hard,Quarterfinals,3,Federer R.,Nadal R.,Nadal R.,2,5,9535,6105,4-6 2-6
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2013-03-15,ATP Masters 1000,Outdoor,Hard,Quarterfinals,3,Djokovic N.,Tsonga J.W.,Djokovic N.,1,8,13280,3660,6-3 6-1
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2013-03-15,ATP Masters 1000,Outdoor,Hard,Quarterfinals,3,Murray A.,Del Potro J.M.,Del Potro J.M.,3,7,8180,4410,7-6 3-6 1-6
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2013-03-16,ATP Masters 1000,Outdoor,Hard,Semifinals,3,Nadal R.,Berdych T.,Nadal R.,5,6,6105,4740,6-4 7-5
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2013-03-16,ATP Masters 1000,Outdoor,Hard,Semifinals,3,Djokovic N.,Del Potro J.M.,Del Potro J.M.,1,7,13280,4410,6-4 4-6 4-6
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2013-03-17,ATP Masters 1000,Outdoor,Hard,The Final,3,Nadal R.,Del Potro J.M.,Nadal R.,5,7,6105,4410,4-6 6-3 6-4
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-20,ATP Masters 1000,Outdoor,Hard,1st Round,3,Muller G.,Rosol L.,Rosol L.,67,64,709,749,5-7 4-6
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-20,ATP Masters 1000,Outdoor,Hard,1st Round,3,Devvarman S.,Donskoy E.,Devvarman S.,254,78,182,645,4-6 7-6 6-2
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-20,ATP Masters 1000,Outdoor,Hard,1st Round,3,Kavcic B.,Kamke T.,Kamke T.,82,89,604,594,6-7 3-6
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-20,ATP Masters 1000,Outdoor,Hard,1st Round,3,Malisse X.,Ram R.,Malisse X.,53,104,811,495,6-4 6-7 6-4
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-20,ATP Masters 1000,Outdoor,Hard,1st Round,3,Paire B.,Llodra M.,Llodra M.,38,65,1029,748,6-7 2-6
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-20,ATP Masters 1000,Outdoor,Hard,1st Round,3,Melzer J.,Berankis R.,Melzer J.,42,79,940,643,3-6 6-3 7-6
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-20,ATP Masters 1000,Outdoor,Hard,1st Round,3,Sousa J.,Hewitt L.,Hewitt L.,86,91,595,585,1-6 6-7
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-20,ATP Masters 1000,Outdoor,Hard,1st Round,3,Ramos A.,Hajek J.,Ramos A.,61,98,765,544,6-3 6-1
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-20,ATP Masters 1000,Outdoor,Hard,1st Round,3,De Bakker T.,Zeballos H.,Zeballos H.,102,39,530,1027,1-6 6-3 3-6
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-20,ATP Masters 1000,Outdoor,Hard,1st Round,3,Sela D.,Matosevic M.,Sela D.,127,51,424,817,6-2 1-6 6-4
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-20,ATP Masters 1000,Outdoor,Hard,1st Round,3,Lorenzi P.,Davydenko N.,Davydenko N.,59,41,786,950,0-6 6-2 0-6
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-21,ATP Masters 1000,Outdoor,Hard,1st Round,3,Blake J.,Harrison R.,Blake J.,95,88,563,594,6-2 6-2
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-21,ATP Masters 1000,Outdoor,Hard,1st Round,3,Smyczek T.,Tursunov D.,Tursunov D.,110,71,481,678,6-7 5-7
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-21,ATP Masters 1000,Outdoor,Hard,1st Round,3,Rufin G.,Copil M.,Rufin G.,92,144,580,386,6-4 4-6 6-1
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-21,ATP Masters 1000,Outdoor,Hard,1st Round,3,Istomin D.,Gimeno-Traver D.,Gimeno-Traver D.,46,48,865,828,2-6 4-6
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-21,ATP Masters 1000,Outdoor,Hard,1st Round,3,Lu Y.H.,Ginepri R.,Lu Y.H.,73,317,675,134,7-5 6-1
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-21,ATP Masters 1000,Outdoor,Hard,1st Round,3,Soeda G.,Falla A.,Falla A.,83,60,600,776,5-7 1-6
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-21,ATP Masters 1000,Outdoor,Hard,1st Round,3,Tomic B.,Gicquel M.,Tomic B.,45,117,910,448,7-5 7-6
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-21,ATP Masters 1000,Outdoor,Hard,1st Round,3,Williams R.,Giraldo S.,Giraldo S.,146,90,374,593,2-6 4-6
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-21,ATP Masters 1000,Outdoor,Hard,1st Round,3,Goffin D.,Haase R.,Goffin D.,47,50,838,820,7-6 3-6 6-1
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-21,ATP Masters 1000,Outdoor,Hard,1st Round,3,Dancevic F.,Kubot L.,Kubot L.,189,94,255,565,6-4 4-6 3-6
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-21,ATP Masters 1000,Outdoor,Hard,1st Round,3,Troicki V.,Andujar P.,Troicki V.,44,58,925,790,6-2 6-3
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-21,ATP Masters 1000,Outdoor,Hard,1st Round,3,Lacko L.,Dodig I.,Dodig I.,81,54,627,803,6-4 0-6 4-6
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-21,ATP Masters 1000,Outdoor,Hard,1st Round,3,Nieminen J.,Nalbandian D.,Nieminen J.,49,124,825,430,2-6 6-4 6-3
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-21,ATP Masters 1000,Outdoor,Hard,1st Round,3,Levine J.,Bolelli S.,Bolelli S.,97,76,551,652,6-4 3-6 6-7
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-21,ATP Masters 1000,Outdoor,Hard,1st Round,3,Bedene A.,Becker B.,Bedene A.,77,85,649,595,6-4 6-3
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-22,ATP Masters 1000,Outdoor,Hard,1st Round,3,Brands D.,Bellucci T.,Bellucci T.,68,40,687,952,6-2 4-6 2-6
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-22,ATP Masters 1000,Outdoor,Hard,2nd Round,3,Malisse X.,Chardy J.,Malisse X.,53,25,811,1331,6-3 6-2
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-22,ATP Masters 1000,Outdoor,Hard,2nd Round,3,Hanescu V.,Nishikori K.,Nishikori K.,57,15,793,2135,3-6 3-6
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-22,ATP Masters 1000,Outdoor,Hard,2nd Round,3,Haas T.,Sijsling I.,Haas T.,18,74,1925,672,6-0 5-7 6-3
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-22,ATP Masters 1000,Outdoor,Hard,2nd Round,3,Granollers M.,Melzer J.,Melzer J.,35,42,1090,940,3-6 4-6
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-22,ATP Masters 1000,Outdoor,Hard,2nd Round,3,Zemlja G.,Mayer F.,Zemlja G.,62,26,762,1275,6-3 7-6
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-22,ATP Masters 1000,Outdoor,Hard,2nd Round,3,Monaco J.,Ramos A.,Ramos A.,14,61,2185,765,2-6 6-4 3-6
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-22,ATP Masters 1000,Outdoor,Hard,2nd Round,3,Tipsarevic J.,Sela D.,Tipsarevic J.,9,127,3090,424,6-2 6-4
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-22,ATP Masters 1000,Outdoor,Hard,2nd Round,3,Benneteau J.,Blake J.,Blake J.,27,95,1235,563,2-6 3-6
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-22,ATP Masters 1000,Outdoor,Hard,2nd Round,3,Fognini F.,Llodra M.,Fognini F.,36,65,1090,748,6-4 6-1
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-22,ATP Masters 1000,Outdoor,Hard,2nd Round,3,Davydenko N.,Dolgopolov O.,Dolgopolov O.,41,22,950,1635,2-6 3-6
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-22,ATP Masters 1000,Outdoor,Hard,2nd Round,3,Kamke T.,Del Potro J.M.,Kamke T.,89,7,594,4830,7-6 6-1
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-23,ATP Masters 1000,Outdoor,Hard,2nd Round,3,Hewitt L.,Simon G.,Simon G.,91,13,585,2300,3-6 3-6
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-23,ATP Masters 1000,Outdoor,Hard,2nd Round,3,Anderson K.,Zeballos H.,Anderson K.,29,39,1190,1027,6-3 7-6
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-23,ATP Masters 1000,Outdoor,Hard,2nd Round,3,Rosol L.,Djokovic N.,Djokovic N.,64,1,749,13280,1-6 0-6
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-23,ATP Masters 1000,Outdoor,Hard,2nd Round,3,Devvarman S.,Roger-Vasselin E.,Devvarman S.,254,80,182,641,4-6 6-4 7-5
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-23,ATP Masters 1000,Outdoor,Hard,2nd Round,3,Kubot L.,Querrey S.,Querrey S.,94,20,565,1760,6-4 3-6 3-6
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-23,ATP Masters 1000,Outdoor,Hard,2nd Round,3,Goffin D.,Kohlschreiber P.,Goffin D.,47,21,838,1705,7-6 4-6 6-2
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-23,ATP Masters 1000,Outdoor,Hard,2nd Round,3,Bedene A.,Seppi A.,Seppi A.,77,19,649,1785,5-7 7-5 5-7
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-23,ATP Masters 1000,Outdoor,Hard,2nd Round,3,Gasquet R.,Rochus O.,Gasquet R.,10,145,2960,382,7-5 6-2
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-23,ATP Masters 1000,Outdoor,Hard,2nd Round,3,Troicki V.,Tsonga J.W.,Tsonga J.W.,44,8,925,3750,6-7 3-6
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-23,ATP Masters 1000,Outdoor,Hard,2nd Round,3,Bellucci T.,Janowicz J.,Bellucci T.,40,24,952,1401,7-6 3-6 6-3
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-23,ATP Masters 1000,Outdoor,Hard,2nd Round,3,Klizan M.,Nieminen J.,Nieminen J.,30,49,1190,825,2-6 2-6
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-23,ATP Masters 1000,Outdoor,Hard,2nd Round,3,Murray A.,Tomic B.,Murray A.,3,45,8350,910,6-3 6-1
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-23,ATP Masters 1000,Outdoor,Hard,2nd Round,3,Lu Y.H.,Youzhny M.,Youzhny M.,73,31,675,1175,3-6 6-1 0-6
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-23,ATP Masters 1000,Outdoor,Hard,2nd Round,3,Isner J.,Dodig I.,Isner J.,23,54,1535,803,4-6 7-5 7-6
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-23,ATP Masters 1000,Outdoor,Hard,2nd Round,3,Pella G.,Almagro N.,Almagro N.,103,12,519,2435,0-6 3-6
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-23,ATP Masters 1000,Outdoor,Hard,2nd Round,3,Cilic M.,Giraldo S.,Cilic M.,11,90,2570,593,6-2 7-6
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-23,ATP Masters 1000,Outdoor,Hard,2nd Round,3,Gimeno-Traver D.,Berdych T.,Berdych T.,48,6,828,5010,7-5 6-7 2-6
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-23,ATP Masters 1000,Outdoor,Hard,2nd Round,3,Raonic M.,Rufin G.,Raonic M.,16,92,2095,580,6-2 6-4
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-24,ATP Masters 1000,Outdoor,Hard,2nd Round,3,Verdasco F.,Falla A.,Falla A.,28,60,1195,776,3-6 6-7
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-24,ATP Masters 1000,Outdoor,Hard,3rd Round,3,Ferrer D.,Fognini F.,Ferrer D.,5,36,6630,1090,6-1 7-5
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-24,ATP Masters 1000,Outdoor,Hard,3rd Round,3,Malisse X.,Nishikori K.,Nishikori K.,53,15,811,2135,2-6 5-7
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-24,ATP Masters 1000,Outdoor,Hard,3rd Round,3,Haas T.,Dolgopolov O.,Haas T.,18,22,1925,1635,6-3 6-2
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-24,ATP Masters 1000,Outdoor,Hard,3rd Round,3,Anderson K.,Tipsarevic J.,Tipsarevic J.,29,9,1190,3090,6-4 6-7 0-6
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-24,ATP Masters 1000,Outdoor,Hard,3rd Round,3,Simon G.,Zemlja G.,Simon G.,13,62,2300,762,6-4 6-4
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-24,ATP Masters 1000,Outdoor,Hard,3rd Round,3,Devvarman S.,Djokovic N.,Djokovic N.,254,1,182,13280,2-6 4-6
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-24,ATP Masters 1000,Outdoor,Hard,3rd Round,3,Melzer J.,Kamke T.,Melzer J.,42,89,940,594,6-7 6-3 6-4
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-25,ATP Masters 1000,Outdoor,Hard,3rd Round,3,Blake J.,Ramos A.,Ramos A.,95,61,563,765,4-6 6-2 5-7
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-25,ATP Masters 1000,Outdoor,Hard,3rd Round,3,Gasquet R.,Youzhny M.,Gasquet R.,10,31,2960,1175,6-3 6-4
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-25,ATP Masters 1000,Outdoor,Hard,3rd Round,3,Goffin D.,Almagro N.,Almagro N.,47,12,838,2435,3-6 4-6
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-25,ATP Masters 1000,Outdoor,Hard,3rd Round,3,Seppi A.,Bellucci T.,Seppi A.,19,40,1785,952,7-5 4-6 6-2
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-25,ATP Masters 1000,Outdoor,Hard,3rd Round,3,Dimitrov G.,Murray A.,Murray A.,32,3,1157,8350,6-7 3-6
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-25,ATP Masters 1000,Outdoor,Hard,3rd Round,3,Berdych T.,Falla A.,Berdych T.,6,60,5010,776,2-6 7-6 6-4
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-25,ATP Masters 1000,Outdoor,Hard,3rd Round,3,Nieminen J.,Tsonga J.W.,Tsonga J.W.,49,8,825,3750,3-6 3-6
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-25,ATP Masters 1000,Outdoor,Hard,3rd Round,3,Cilic M.,Isner J.,Cilic M.,11,23,2570,1535,6-3 7-6
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-26,ATP Masters 1000,Outdoor,Hard,4th Round,3,Nishikori K.,Ferrer D.,Ferrer D.,15,5,2135,6630,4-6 2-6
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-26,ATP Masters 1000,Outdoor,Hard,4th Round,3,Melzer J.,Ramos A.,Melzer J.,42,61,940,765,2-6 6-3 6-3
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-26,ATP Masters 1000,Outdoor,Hard,4th Round,3,Almagro N.,Gasquet R.,Gasquet R.,12,10,2435,2960,7-6 5-7 6-7
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-26,ATP Masters 1000,Outdoor,Hard,4th Round,3,Murray A.,Seppi A.,Murray A.,3,19,8350,1785,6-2 6-4
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-26,ATP Masters 1000,Outdoor,Hard,4th Round,3,Querrey S.,Berdych T.,Berdych T.,20,6,1760,5010,1-6 1-6
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-26,ATP Masters 1000,Outdoor,Hard,4th Round,3,Cilic M.,Tsonga J.W.,Cilic M.,11,8,2570,3750,7-5 7-6
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-26,ATP Masters 1000,Outdoor,Hard,4th Round,3,Tipsarevic J.,Simon G.,Simon G.,9,13,3090,2300,7-5 2-6 2-6
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-27,ATP Masters 1000,Outdoor,Hard,4th Round,3,Haas T.,Djokovic N.,Haas T.,18,1,1925,13280,6-2 6-4
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-27,ATP Masters 1000,Outdoor,Hard,Quarterfinals,3,Melzer J.,Ferrer D.,Ferrer D.,42,5,940,6630,6-4 3-6 0-6
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-28,ATP Masters 1000,Outdoor,Hard,Quarterfinals,3,Haas T.,Simon G.,Haas T.,18,13,1925,2300,6-3 6-1
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-28,ATP Masters 1000,Outdoor,Hard,Quarterfinals,3,Cilic M.,Murray A.,Murray A.,11,3,2570,8350,4-6 3-6
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-28,ATP Masters 1000,Outdoor,Hard,Quarterfinals,3,Gasquet R.,Berdych T.,Gasquet R.,10,6,2960,5010,6-3 6-3
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-29,ATP Masters 1000,Outdoor,Hard,Semifinals,3,Haas T.,Ferrer D.,Ferrer D.,18,5,1925,6630,6-4 2-6 3-6
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-29,ATP Masters 1000,Outdoor,Hard,Semifinals,3,Murray A.,Gasquet R.,Murray A.,3,10,8350,2960,6-7 6-1 6-2
Sony Ericsson Open,USA,Miami,"[-80.1918, 25.7617]",2013-03-31,ATP Masters 1000,Outdoor,Hard,The Final,3,Ferrer D.,Murray A.,Murray A.,5,3,6630,8350,6-2 4-6 6-7
Grand Prix Hassan II,Morocco,Marrakech,"[-7.9811, 31.6295]",2013-04-08,ATP Tour 250,Outdoor,Clay,1st Round,3,Kavcic B.,Ziadi M.,Kavcic B.,85,757,608,21,6-2 6-4
Grand Prix Hassan II,Morocco,Marrakech,"[-7.9811, 31.6295]",2013-04-08,ATP Tour 250,Outdoor,Clay,1st Round,3,Rufin G.,Robredo T.,Robredo T.,89,72,595,680,6-7 4-6
Grand Prix Hassan II,Morocco,Marrakech,"[-7.9811, 31.6295]",2013-04-09,ATP Tour 250,Outdoor,Clay,1st Round,3,Garcia-Lopez G.,Gimeno-Traver D.,Garcia-Lopez G.,99,49,534,837,7-6 3-6 6-3
Grand Prix Hassan II,Morocco,Marrakech,"[-7.9811, 31.6295]",2013-04-09,ATP Tour 250,Outdoor,Clay,1st Round,3,Montanes A.,Roger-Vasselin E.,Roger-Vasselin E.,87,84,605,609,6-3 4-6 4-6
Grand Prix Hassan II,Morocco,Marrakech,"[-7.9811, 31.6295]",2013-04-09,ATP Tour 250,Outdoor,Clay,1st Round,3,Zemlja G.,Bachinger M.,Zemlja G.,55,104,799,515,6-7 7-5 7-6
